volume	publisher	title	first_author	BL_DLS_ID	pubplace	book_identifier	ARK_id_of_book	date	flickr_url	image_idx	page	flickr_id	flickr_small_source	flickr_small_height	flickr_small_width	flickr_medium_source	flickr_medium_height	flickr_medium_width	flickr_large_source	flickr_large_height	flickr_large_width	flickr_original_source	flickr_original_height	flickr_original_width
0		The Fête at Kensington-Gore, July 1799, addressed to J. Heaviside, Esq. [In verse.]	GRIFFITH, Richard Author of “The Fête.”		London	001513896		1800	http://www.flickr.com/photos/britishlibrary/11000807885	1	000005	11000807885	http://farm4.staticflickr.com/3734/11000807885_450ec22fc5_m.jpg	22	240	http://farm4.staticflickr.com/3734/11000807885_450ec22fc5.jpg	45	500	http://farm4.staticflickr.com/3734/11000807885_450ec22fc5_b.jpg	92	1024	http://farm4.staticflickr.com/3734/11000807885_310a0aed59_o.jpg	168	1876
0		Metaphysische Anfangsgründe der Naturwissenschaft. ... Dritte Auflage	Kant, Immanuel		Leipzig	001925993		1800	http://www.flickr.com/photos/britishlibrary/11000896206	1	000126	11000896206	http://farm8.staticflickr.com/7390/11000896206_90ac3320eb_m.jpg	44	240	http://farm8.staticflickr.com/7390/11000896206_90ac3320eb.jpg	91	500	http://farm8.staticflickr.com/7390/11000896206_90ac3320eb_b.jpg	181	996	http://farm8.staticflickr.com/7390/11000896206_82865a0222_o.jpg	181	996
0	Printed for the Author	Essays on the Progress of the Vital Principle from the Vegetable to the Animal Kingdoms and the Soul of Man, introductory to contemplations on Deity. MS. notes [by the author]	COLLIER, John of High Wycombe	lsidyv3ca2a593	London	000745995	ark:/81055/vdc_00000005C7C0	1800	http://www.flickr.com/photos/britishlibrary/11001028093	1	000165	11001028093	http://farm4.staticflickr.com/3756/11001028093_044aa8273b_m.jpg	143	240	http://farm4.staticflickr.com/3756/11001028093_044aa8273b.jpg	299	500	http://farm4.staticflickr.com/3756/11001028093_044aa8273b_b.jpg	422	706	http://farm4.staticflickr.com/3756/11001028093_e1e74ea694_o.jpg	422	706
0		The Fête at Kensington-Gore, July 1799, addressed to J. Heaviside, Esq. [In verse.]	GRIFFITH, Richard Author of “The Fête.”		London	001513896		1800	http://www.flickr.com/photos/britishlibrary/11001027893	1	000003	11001027893	http://farm3.staticflickr.com/2858/11001027893_71568a8ac4_m.jpg	109	240	http://farm3.staticflickr.com/2858/11001027893_71568a8ac4.jpg	228	500	http://farm3.staticflickr.com/2858/11001027893_71568a8ac4_b.jpg	371	815	http://farm3.staticflickr.com/2858/11001027893_85c4456b12_o.jpg	371	815
0		Travels in Upper and Lower Egypt, undertaken by order of the old government of France ... Translated from the French [by - Monk?]. (Hilaria Hunteriana [strictures on Dr. Hunter's translation of these travels].)	SONNINI DE MANONCOURT, Charles Nicolas Sigisbert.	lsidyv3c6eb15d	London	003441509	ark:/81055/vdc_00000005AE52	1800	http://www.flickr.com/photos/britishlibrary/11000807115	3	000462	11000807115	http://farm3.staticflickr.com/2854/11000807115_5c1ab4f1fd_m.jpg	146	240	http://farm3.staticflickr.com/2854/11000807115_5c1ab4f1fd.jpg	305	500				http://farm3.staticflickr.com/2854/11000807115_fa1334b692_o.jpg	376	617
0	Printed for the Author	Essays on the Progress of the Vital Principle from the Vegetable to the Animal Kingdoms and the Soul of Man, introductory to contemplations on Deity. MS. notes [by the author]	COLLIER, John of High Wycombe	lsidyv3ca2a593	London	000745995	ark:/81055/vdc_00000005C7C0	1800	http://www.flickr.com/photos/britishlibrary/11001027683	1	000105	11001027683	http://farm8.staticflickr.com/7374/11001027683_2dffd2bfb9_m.jpg	99	240	http://farm8.staticflickr.com/7374/11001027683_2dffd2bfb9.jpg	185	448				http://farm8.staticflickr.com/7374/11001027683_80c8fff3bb_o.jpg	185	448
0	Printed for the Author	Essays on the Progress of the Vital Principle from the Vegetable to the Animal Kingdoms and the Soul of Man, introductory to contemplations on Deity. MS. notes [by the author]	COLLIER, John of High Wycombe	lsidyv3ca2a593	London	000745995	ark:/81055/vdc_00000005C7C0	1800	http://www.flickr.com/photos/britishlibrary/11000895366	1	000260	11000895366	http://farm4.staticflickr.com/3796/11000895366_5fb92ea41e_m.jpg	143	240	http://farm4.staticflickr.com/3796/11000895366_5fb92ea41e.jpg	299	500	http://farm4.staticflickr.com/3796/11000895366_5fb92ea41e_b.jpg	426	713	http://farm4.staticflickr.com/3796/11000895366_eb7d515109_o.jpg	426	713
0	Stevenson & Matchett	A Sacred Poem in four books. Being a paraphrase on the Book of Job. By the Rev. V. L. Bernard	BERNARD, Valentine Lumley.		Norwich	000320915		1800	http://www.flickr.com/photos/britishlibrary/11000806395	1	000045	11000806395	http://farm6.staticflickr.com/5537/11000806395_d5b231d251_m.jpg	31	240	http://farm6.staticflickr.com/5537/11000806395_d5b231d251.jpg	41	313				http://farm6.staticflickr.com/5537/11000806395_138f175773_o.jpg	41	313
0		Providence Displayed: or, the remarkable adventures of Alexander Selkirk, who lived four years and four months by himself, on the island of Juan Fernandez ... To which is added a supplement, containing the history of P. Serrano, E. How, and others left in similar situations	JAMES, Isaac.		Bristol	001847031		1800	http://www.flickr.com/photos/britishlibrary/11000805905	1	000127	11000805905	http://farm3.staticflickr.com/2832/11000805905_e03553814a_m.jpg	200	240	http://farm3.staticflickr.com/2832/11000805905_e03553814a.jpg	417	500	http://farm3.staticflickr.com/2832/11000805905_e03553814a_b.jpg	854	1024	http://farm3.staticflickr.com/2832/11000805905_692eb287eb_o.jpg	881	1056
0	J. Hatchard	Suspiria Oceani: a monody on the death of Richard Earl Howe, K.G., Admiral of the Fleet, etc	TROTTER, Thomas M.D., Physician to his Majesty's Fleet		London	003680255		1800	http://www.flickr.com/photos/britishlibrary/11000894756	1	000003	11000894756	http://farm6.staticflickr.com/5547/11000894756_d0ecc00e55_m.jpg	16	240	http://farm6.staticflickr.com/5547/11000894756_d0ecc00e55.jpg	34	500	http://farm6.staticflickr.com/5547/11000894756_d0ecc00e55_b.jpg	53	787	http://farm6.staticflickr.com/5547/11000894756_21664b0a09_o.jpg	53	787
